"country_popio","region","age_name","sex","pc_mean","agegr" 
"Nepal","South Asia","45-49 years","Females",0.0914868,"45"
"Nepal","South Asia","50-54 years","Females",0.129801,"50"
"Nepal","South Asia","55-59 years","Females",0.138305,"55"
"Nepal","South Asia","60-64 years","Females",0.138504,"60"
"Nepal","South Asia","65-69 years","Females",0.123881,"65"
"Nepal","South Asia","70-74 years","Females",0.133856,"70"
"Nepal","South Asia","75-79 years","Females",0.104419,"75"
"Nepal","South Asia","80+ years","Females",0.0791579,"80"
"Nepal","South Asia","50-69 years","Females",0.132533,"50"
"Nepal","South Asia","70+ years","Females",0.11172,"70"
"Nepal","South Asia","30-34 years","Both sexes",0.0375661,"30"
"Nepal","South Asia","35-39 years","Both sexes",0.0535598,"35"
"Nepal","South Asia","40-44 years","Both sexes",0.0873493,"40"
"Nepal","South Asia","45-49 years","Both sexes",0.106685,"45"
"Nepal","South Asia","50-54 years","Both sexes",0.144612,"50"
"Nepal","South Asia","55-59 years","Both sexes",0.166783,"55"
"Nepal","South Asia","60-64 years","Both sexes",0.174018,"60"
"Nepal","South Asia","65-69 years","Both sexes",0.165696,"65"
"Nepal","South Asia","70-74 years","Both sexes",0.154843,"70"
"Nepal","South Asia","75-79 years","Both sexes",0.125958,"75"
"Nepal","South Asia","80+ years","Both sexes",0.0884548,"80"
"Nepal","South Asia","50-69 years","Both sexes",0.162848,"50"
"Nepal","South Asia","70+ years","Both sexes",0.130809,"70"
"Pakistan","South Asia","30-34 years","Males",0.0495914,"30"
"Pakistan","South Asia","35-39 years","Males",0.0792003,"35"
"Pakistan","South Asia","40-44 years","Males",0.146877,"40"
"Pakistan","South Asia","45-49 years","Males",0.170359,"45"
"Pakistan","South Asia","50-54 years","Males",0.190377,"50"
"Pakistan","South Asia","55-59 years","Males",0.216495,"55"
"Pakistan","South Asia","60-64 years","Males",0.236787,"60"
"Pakistan","South Asia","65-69 years","Males",0.247665,"65"
"Pakistan","South Asia","70-74 years","Males",0.230392,"70"
"Pakistan","South Asia","75-79 years","Males",0.198874,"75"
"Pakistan","South Asia","80+ years","Males",0.129874,"80"
"Pakistan","South Asia","50-69 years","Males",0.222917,"50"
"Pakistan","South Asia","70+ years","Males",0.194983,"70"
"Pakistan","South Asia","30-34 years","Females",0.00819155,"30"
"Pakistan","South Asia","35-39 years","Females",0.0122145,"35"
"Pakistan","South Asia","40-44 years","Females",0.0230415,"40"
"Pakistan","South Asia","45-49 years","Females",0.0339517,"45"
"Pakistan","South Asia","50-54 years","Females",0.0401174,"50"
"Pakistan","South Asia","55-59 years","Females",0.0417265,"55"
"Pakistan","South Asia","60-64 years","Females",0.0605236,"60"
"Pakistan","South Asia","65-69 years","Females",0.0661302,"65"
"Pakistan","South Asia","70-74 years","Females",0.0727076,"70"
"Pakistan","South Asia","75-79 years","Females",0.044564,"75"
"Pakistan","South Asia","80+ years","Females",0.03246,"80"
"Pakistan","South Asia","50-69 years","Females",0.0523964,"50"
"Pakistan","South Asia","70+ years","Females",0.053303,"70"
"Pakistan","South Asia","30-34 years","Both sexes",0.0321583,"30"
"Pakistan","South Asia","35-39 years","Both sexes",0.0501948,"35"
"Pakistan","South Asia","40-44 years","Both sexes",0.0942303,"40"
"Pakistan","South Asia","45-49 years","Both sexes",0.113603,"45"
"Pakistan","South Asia","50-54 years","Both sexes",0.128222,"50"
"Pakistan","South Asia","55-59 years","Both sexes",0.145249,"55"
"Pakistan","South Asia","60-64 years","Both sexes",0.163763,"60"
"Pakistan","South Asia","65-69 years","Both sexes",0.172159,"65"
"Pakistan","South Asia","70-74 years","Both sexes",0.163189,"70"
"Pakistan","South Asia","75-79 years","Both sexes",0.131902,"75"
"Pakistan","South Asia","80+ years","Both sexes",0.0867282,"80"
"Pakistan","South Asia","50-69 years","Both sexes",0.152454,"50"
"Pakistan","South Asia","70+ years","Both sexes",0.133651,"70"
"Angola","Central Sub-Saharan Africa","30-34 years","Males",0.0122504,"30"
"Angola","Central Sub-Saharan Africa","35-39 years","Males",0.0221848,"35"
"Angola","Central Sub-Saharan Africa","40-44 years","Males",0.0343845,"40"
"Angola","Central Sub-Saharan Africa","45-49 years","Males",0.0442876,"45"
"Angola","Central Sub-Saharan Africa","50-54 years","Males",0.069152,"50"
"Angola","Central Sub-Saharan Africa","55-59 years","Males",0.0814254,"55"
"Angola","Central Sub-Saharan Africa","60-64 years","Males",0.0875323,"60"
"Angola","Central Sub-Saharan Africa","65-69 years","Males",0.0810466,"65"
"Angola","Central Sub-Saharan Africa","70-74 years","Males",0.0569434,"70"
"Angola","Central Sub-Saharan Africa","75-79 years","Males",0.068626,"75"
"Angola","Central Sub-Saharan Africa","80+ years","Males",0.0206748,"80"
"Angola","Central Sub-Saharan Africa","50-69 years","Males",0.0791113,"50"
"Angola","Central Sub-Saharan Africa","70+ years","Males",0.0543408,"70"
"Angola","Central Sub-Saharan Africa","30-34 years","Females",0.00313339,"30"
"Angola","Central Sub-Saharan Africa","35-39 years","Females",0.00388999,"35"
"Angola","Central Sub-Saharan Africa","40-44 years","Females",0.00868044,"40"
"Angola","Central Sub-Saharan Africa","45-49 years","Females",0.0127688,"45"
"Angola","Central Sub-Saharan Africa","50-54 years","Females",0.0196051,"50"
"Angola","Central Sub-Saharan Africa","55-59 years","Females",0.0330222,"55"
"Angola","Central Sub-Saharan Africa","60-64 years","Females",0.0293702,"60"
"Angola","Central Sub-Saharan Africa","65-69 years","Females",0.0363116,"65"
"Angola","Central Sub-Saharan Africa","70-74 years","Females",0.030953,"70"
"Angola","Central Sub-Saharan Africa","75-79 years","Females",0.0183205,"75"
"Angola","Central Sub-Saharan Africa","80+ years","Females",0.011694,"80"
"Angola","Central Sub-Saharan Africa","50-69 years","Females",0.0294723,"50"
"Angola","Central Sub-Saharan Africa","70+ years","Females",0.0228966,"70"
"Angola","Central Sub-Saharan Africa","30-34 years","Both sexes",0.00808023,"30"
"Angola","Central Sub-Saharan Africa","35-39 years","Both sexes",0.0142105,"35"
"Angola","Central Sub-Saharan Africa","40-44 years","Both sexes",0.0238397,"40"
"Angola","Central Sub-Saharan Africa","45-49 years","Both sexes",0.0319058,"45"
"Angola","Central Sub-Saharan Africa","50-54 years","Both sexes",0.0499973,"50"
"Angola","Central Sub-Saharan Africa","55-59 years","Both sexes",0.0619836,"55"
"Angola","Central Sub-Saharan Africa","60-64 years","Both sexes",0.0634471,"60"
"Angola","Central Sub-Saharan Africa","65-69 years","Both sexes",0.0608439,"65"
"Angola","Central Sub-Saharan Africa","70-74 years","Both sexes",0.0447571,"70"
"Angola","Central Sub-Saharan Africa","75-79 years","Both sexes",0.0432526,"75"
"Angola","Central Sub-Saharan Africa","80+ years","Both sexes",0.0156004,"80"
"Angola","Central Sub-Saharan Africa","50-69 years","Both sexes",0.0586529,"50"
"Angola","Central Sub-Saharan Africa","70+ years","Both sexes",0.0387389,"70"
"Central African Republic","Central Sub-Saharan Africa","30-34 years","Males",0.00726231,"30"
"Central African Republic","Central Sub-Saharan Africa","35-39 years","Males",0.0134436,"35"
"Central African Republic","Central Sub-Saharan Africa","40-44 years","Males",0.0223456,"40"
"Central African Republic","Central Sub-Saharan Africa","45-49 years","Males",0.0313147,"45"
"Central African Republic","Central Sub-Saharan Africa","50-54 years","Males",0.0548422,"50"
"Central African Republic","Central Sub-Saharan Africa","55-59 years","Males",0.0712062,"55"
"Central African Republic","Central Sub-Saharan Africa","60-64 years","Males",0.0802643,"60"
"Central African Republic","Central Sub-Saharan Africa","65-69 years","Males",0.0812369,"65"
"Central African Republic","Central Sub-Saharan Africa","70-74 years","Males",0.0620246,"70"
"Central African Republic","Central Sub-Saharan Africa","75-79 years","Males",0.0615102,"75"
"Central African Republic","Central Sub-Saharan Africa","80+ years","Males",0.0179042,"80"
"Central African Republic","Central Sub-Saharan Africa","50-69 years","Males",0.070421,"50"
"Central African Republic","Central Sub-Saharan Africa","70+ years","Males",0.0543136,"70"
"Central African Republic","Central Sub-Saharan Africa","30-34 years","Females",0.0013688,"30"
"Central African Republic","Central Sub-Saharan Africa","35-39 years","Females",0.00132684,"35"
"Central African Republic","Central Sub-Saharan Africa","40-44 years","Females",0.00223538,"40"
"Central African Republic","Central Sub-Saharan Africa","45-49 years","Females",0.00345051,"45"
"Central African Republic","Central Sub-Saharan Africa","50-54 years","Females",0.00783552,"50"
"Central African Republic","Central Sub-Saharan Africa","55-59 years","Females",0.0184653,"55"
"Central African Republic","Central Sub-Saharan Africa","60-64 years","Females",0.0205313,"60"
"Central African Republic","Central Sub-Saharan Africa","65-69 years","Females",0.0343976,"65"
"Central African Republic","Central Sub-Saharan Africa","70-74 years","Females",0.0340966,"70"
"Central African Republic","Central Sub-Saharan Africa","75-79 years","Females",0.0175878,"75"
"Central African Republic","Central Sub-Saharan Africa","80+ years","Females",0.00892259,"80"
"Central African Republic","Central Sub-Saharan Africa","50-69 years","Females",0.0206551,"50"
"Central African Republic","Central Sub-Saharan Africa","70+ years","Females",0.0235723,"70"
"Central African Republic","Central Sub-Saharan Africa","30-34 years","Both sexes",0.004441,"30"
"Central African Republic","Central Sub-Saharan Africa","35-39 years","Both sexes",0.00816897,"35"
"Central African Republic","Central Sub-Saharan Africa","40-44 years","Both sexes",0.0144253,"40"
"Central African Republic","Central Sub-Saharan Africa","45-49 years","Both sexes",0.0207482,"45"
"Central African Republic","Central Sub-Saharan Africa","50-54 years","Both sexes",0.0380058,"50"
"Central African Republic","Central Sub-Saharan Africa","55-59 years","Both sexes",0.0504873,"55"
"Central African Republic","Central Sub-Saharan Africa","60-64 years","Both sexes",0.0556539,"60"
"Central African Republic","Central Sub-Saharan Africa","65-69 years","Both sexes",0.0589155,"65"
"Central African Republic","Central Sub-Saharan Africa","70-74 years","Both sexes",0.0486511,"70"
"Central African Republic","Central Sub-Saharan Africa","75-79 years","Both sexes",0.0390797,"75"
"Central African Republic","Central Sub-Saharan Africa","80+ years","Both sexes",0.0128613,"80"
"Central African Republic","Central Sub-Saharan Africa","50-69 years","Both sexes",0.0502276,"50"
"Central African Republic","Central Sub-Saharan Africa","70+ years","Both sexes",0.0389162,"70"
"Congo","Central Sub-Saharan Africa","30-34 years","Males",0.015417,"30"
"Congo","Central Sub-Saharan Africa","35-39 years","Males",0.0284913,"35"
"Congo","Central Sub-Saharan Africa","40-44 years","Males",0.0422575,"40"
"Congo","Central Sub-Saharan Africa","45-49 years","Males",0.0480245,"45"
"Congo","Central Sub-Saharan Africa","50-54 years","Males",0.080979,"50"
"Congo","Central Sub-Saharan Africa","55-59 years","Males",0.103124,"55"
"Congo","Central Sub-Saharan Africa","60-64 years","Males",0.108007,"60"
"Congo","Central Sub-Saharan Africa","65-69 years","Males",0.104983,"65"
"Congo","Central Sub-Saharan Africa","70-74 years","Males",0.0691235,"70"
"Congo","Central Sub-Saharan Africa","75-79 years","Males",0.0888717,"75"
"Congo","Central Sub-Saharan Africa","80+ years","Males",0.0358917,"80"
"Congo","Central Sub-Saharan Africa","50-69 years","Males",0.0981389,"50"
"Congo","Central Sub-Saharan Africa","70+ years","Males",0.0681649,"70"
"Congo","Central Sub-Saharan Africa","30-34 years","Females",0.0019914,"30"
"Congo","Central Sub-Saharan Africa","35-39 years","Females",0.00273251,"35"
"Congo","Central Sub-Saharan Africa","40-44 years","Females",0.0107921,"40"
"Congo","Central Sub-Saharan Africa","45-49 years","Females",0.0187272,"45"
"Congo","Central Sub-Saharan Africa","50-54 years","Females",0.0205646,"50"
"Congo","Central Sub-Saharan Africa","55-59 years","Females",0.0269601,"55"
"Congo","Central Sub-Saharan Africa","60-64 years","Females",0.0271792,"60"
"Congo","Central Sub-Saharan Africa","65-69 years","Females",0.037118,"65"
"Congo","Central Sub-Saharan Africa","70-74 years","Females",0.0324435,"70"
"Congo","Central Sub-Saharan Africa","75-79 years","Females",0.0190124,"75"
"Congo","Central Sub-Saharan Africa","80+ years","Females",0.0117652,"80"
"Congo","Central Sub-Saharan Africa","50-69 years","Females",0.0281223,"50"
"Congo","Central Sub-Saharan Africa","70+ years","Females",0.0230195,"70"
"Congo","Central Sub-Saharan Africa","30-34 years","Both sexes",0.00922932,"30"
"Congo","Central Sub-Saharan Africa","35-39 years","Both sexes",0.0171898,"35"
"Congo","Central Sub-Saharan Africa","40-44 years","Both sexes",0.0294884,"40"
"Congo","Central Sub-Saharan Africa","45-49 years","Both sexes",0.0366761,"45"
"Congo","Central Sub-Saharan Africa","50-54 years","Both sexes",0.0581963,"50"
"Congo","Central Sub-Saharan Africa","55-59 years","Both sexes",0.0723578,"55"
"Congo","Central Sub-Saharan Africa","60-64 years","Both sexes",0.0734719,"60"
"Congo","Central Sub-Saharan Africa","65-69 years","Both sexes",0.073211,"65"
"Congo","Central Sub-Saharan Africa","70-74 years","Both sexes",0.0518266,"70"
"Congo","Central Sub-Saharan Africa","75-79 years","Both sexes",0.0544305,"75"
"Congo","Central Sub-Saharan Africa","80+ years","Both sexes",0.0229175,"80"
"Congo","Central Sub-Saharan Africa","50-69 years","Both sexes",0.068934,"50"
"Congo","Central Sub-Saharan Africa","70+ years","Both sexes",0.0459621,"70"
"Dem Rep of Congo","Central Sub-Saharan Africa","30-34 years","Males",0.0107289,"30"
"Dem Rep of Congo","Central Sub-Saharan Africa","35-39 years","Males",0.0222907,"35"
"Dem Rep of Congo","Central Sub-Saharan Africa","40-44 years","Males",0.0365593,"40"
"Dem Rep of Congo","Central Sub-Saharan Africa","45-49 years","Males",0.0441226,"45"
"Dem Rep of Congo","Central Sub-Saharan Africa","50-54 years","Males",0.0621424,"50"
"Dem Rep of Congo","Central Sub-Saharan Africa","55-59 years","Males",0.0709523,"55"
"Dem Rep of Congo","Central Sub-Saharan Africa","60-64 years","Males",0.0744314,"60"
"Dem Rep of Congo","Central Sub-Saharan Africa","65-69 years","Males",0.0632829,"65"
"Dem Rep of Congo","Central Sub-Saharan Africa","70-74 years","Males",0.0479022,"70"
"Dem Rep of Congo","Central Sub-Saharan Africa","75-79 years","Males",0.0453325,"75"
"Dem Rep of Congo","Central Sub-Saharan Africa","80+ years","Males",0.0105153,"80"
"Dem Rep of Congo","Central Sub-Saharan Africa","50-69 years","Males",0.0674995,"50"
"Dem Rep of Congo","Central Sub-Saharan Africa","70+ years","Males",0.0408518,"70"
"Dem Rep of Congo","Central Sub-Saharan Africa","30-34 years","Females",0.0020614,"30"
"Dem Rep of Congo","Central Sub-Saharan Africa","35-39 years","Females",0.00299164,"35"
"Dem Rep of Congo","Central Sub-Saharan Africa","40-44 years","Females",0.00447327,"40"
"Dem Rep of Congo","Central Sub-Saharan Africa","45-49 years","Females",0.00572689,"45"
"Dem Rep of Congo","Central Sub-Saharan Africa","50-54 years","Females",0.0165166,"50"
"Dem Rep of Congo","Central Sub-Saharan Africa","55-59 years","Females",0.0328817,"55"
"Dem Rep of Congo","Central Sub-Saharan Africa","60-64 years","Females",0.025209,"60"
"Dem Rep of Congo","Central Sub-Saharan Africa","65-69 years","Females",0.0261038,"65"
"Dem Rep of Congo","Central Sub-Saharan Africa","70-74 years","Females",0.0215276,"70"
"Dem Rep of Congo","Central Sub-Saharan Africa","75-79 years","Females",0.0115827,"75"
"Dem Rep of Congo","Central Sub-Saharan Africa","80+ years","Females",0.0126917,"80"
"Dem Rep of Congo","Central Sub-Saharan Africa","50-69 years","Females",0.0250122,"50"
"Dem Rep of Congo","Central Sub-Saharan Africa","70+ years","Females",0.0165655,"70"
"Dem Rep of Congo","Central Sub-Saharan Africa","30-34 years","Both sexes",0.00654275,"30"
"Dem Rep of Congo","Central Sub-Saharan Africa","35-39 years","Both sexes",0.0132613,"35"
"Dem Rep of Congo","Central Sub-Saharan Africa","40-44 years","Both sexes",0.0224485,"40"
"Dem Rep of Congo","Central Sub-Saharan Africa","45-49 years","Both sexes",0.0280325,"45"
"Dem Rep of Congo","Central Sub-Saharan Africa","50-54 years","Both sexes",0.0434175,"50"
"Dem Rep of Congo","Central Sub-Saharan Africa","55-59 years","Both sexes",0.054526,"55"
"Dem Rep of Congo","Central Sub-Saharan Africa","60-64 years","Both sexes",0.0517202,"60"
"Dem Rep of Congo","Central Sub-Saharan Africa","65-69 years","Both sexes",0.0444912,"65"
"Dem Rep of Congo","Central Sub-Saharan Africa","70-74 years","Both sexes",0.0342063,"70"
"Dem Rep of Congo","Central Sub-Saharan Africa","75-79 years","Both sexes",0.026706,"75"
"Dem Rep of Congo","Central Sub-Saharan Africa","80+ years","Both sexes",0.0118212,"80"
"Dem Rep of Congo","Central Sub-Saharan Africa","50-69 years","Both sexes",0.0484409,"50"
"Dem Rep of Congo","Central Sub-Saharan Africa","70+ years","Both sexes",0.0276747,"70"
"Equatorial Guinea","Central Sub-Saharan Africa","30-34 years","Males",0.00745187,"30"
"Equatorial Guinea","Central Sub-Saharan Africa","35-39 years","Males",0.0137432,"35"
"Equatorial Guinea","Central Sub-Saharan Africa","40-44 years","Males",0.0246522,"40"
"Equatorial Guinea","Central Sub-Saharan Africa","45-49 years","Males",0.0346543,"45"
"Equatorial Guinea","Central Sub-Saharan Africa","50-54 years","Males",0.0559111,"50"
"Equatorial Guinea","Central Sub-Saharan Africa","55-59 years","Males",0.0667962,"55"
"Equatorial Guinea","Central Sub-Saharan Africa","60-64 years","Males",0.0727,"60"
"Equatorial Guinea","Central Sub-Saharan Africa","65-69 years","Males",0.0714556,"65"
"Equatorial Guinea","Central Sub-Saharan Africa","70-74 years","Males",0.0484612,"70"
"Equatorial Guinea","Central Sub-Saharan Africa","75-79 years","Males",0.0607574,"75"
"Equatorial Guinea","Central Sub-Saharan Africa","80+ years","Males",0.0205197,"80"
"Equatorial Guinea","Central Sub-Saharan Africa","50-69 years","Males",0.0639079,"50"
"Equatorial Guinea","Central Sub-Saharan Africa","70+ years","Males",0.0462203,"70"
"Equatorial Guinea","Central Sub-Saharan Africa","30-34 years","Females",0.00146398,"30"
"Equatorial Guinea","Central Sub-Saharan Africa","35-39 years","Females",0.00181412,"35"
"Equatorial Guinea","Central Sub-Saharan Africa","40-44 years","Females",0.00541789,"40"
"Equatorial Guinea","Central Sub-Saharan Africa","45-49 years","Females",0.00978584,"45"
"Equatorial Guinea","Central Sub-Saharan Africa","50-54 years","Females",0.0155242,"50"
"Equatorial Guinea","Central Sub-Saharan Africa","55-59 years","Females",0.0222915,"55"
"Equatorial Guinea","Central Sub-Saharan Africa","60-64 years","Females",0.0202442,"60"
"Equatorial Guinea","Central Sub-Saharan Africa","65-69 years","Females",0.034366,"65"
"Equatorial Guinea","Central Sub-Saharan Africa","70-74 years","Females",0.0284784,"70"
"Equatorial Guinea","Central Sub-Saharan Africa","75-79 years","Females",0.0189003,"75"
"Equatorial Guinea","Central Sub-Saharan Africa","80+ years","Females",0.0130644,"80"
"Equatorial Guinea","Central Sub-Saharan Africa","50-69 years","Females",0.0217485,"50"
"Equatorial Guinea","Central Sub-Saharan Africa","70+ years","Females",0.0208084,"70"
"Equatorial Guinea","Central Sub-Saharan Africa","30-34 years","Both sexes",0.00480529,"30"
"Equatorial Guinea","Central Sub-Saharan Africa","35-39 years","Both sexes",0.00907923,"35"
"Equatorial Guinea","Central Sub-Saharan Africa","40-44 years","Both sexes",0.0174745,"40"
"Equatorial Guinea","Central Sub-Saharan Africa","45-49 years","Both sexes",0.0259049,"45"
"Equatorial Guinea","Central Sub-Saharan Africa","50-54 years","Both sexes",0.0439436,"50"
"Equatorial Guinea","Central Sub-Saharan Africa","55-59 years","Both sexes",0.0528521,"55"
"Equatorial Guinea","Central Sub-Saharan Africa","60-64 years","Both sexes",0.0563517,"60"
"Equatorial Guinea","Central Sub-Saharan Africa","65-69 years","Both sexes",0.0569383,"65"
"Equatorial Guinea","Central Sub-Saharan Africa","70-74 years","Both sexes",0.0408297,"70"
"Equatorial Guinea","Central Sub-Saharan Africa","75-79 years","Both sexes",0.0423589,"75"
"Equatorial Guinea","Central Sub-Saharan Africa","80+ years","Both sexes",0.0166112,"80"
"Equatorial Guinea","Central Sub-Saharan Africa","50-69 years","Both sexes",0.0504388,"50"
"Equatorial Guinea","Central Sub-Saharan Africa","70+ years","Both sexes",0.0352264,"70"
"Gabon","Central Sub-Saharan Africa","30-34 years","Males",0.0107032,"30"
"Gabon","Central Sub-Saharan Africa","35-39 years","Males",0.023513,"35"
"Gabon","Central Sub-Saharan Africa","40-44 years","Males",0.0393819,"40"
"Gabon","Central Sub-Saharan Africa","45-49 years","Males",0.0519515,"45"
"Gabon","Central Sub-Saharan Africa","50-54 years","Males",0.0776179,"50"
"Gabon","Central Sub-Saharan Africa","55-59 years","Males",0.0939849,"55"
"Gabon","Central Sub-Saharan Africa","60-64 years","Males",0.101311,"60"
"Gabon","Central Sub-Saharan Africa","65-69 years","Males",0.107121,"65"
"Gabon","Central Sub-Saharan Africa","70-74 years","Males",0.0722977,"70"
"Gabon","Central Sub-Saharan Africa","75-79 years","Males",0.066595,"75"
"Gabon","Central Sub-Saharan Africa","80+ years","Males",0.0234398,"80"
"Gabon","Central Sub-Saharan Africa","50-69 years","Males",0.0930955,"50"
"Gabon","Central Sub-Saharan Africa","70+ years","Males",0.0575726,"70"
"Gabon","Central Sub-Saharan Africa","30-34 years","Females",0.00576643,"30"
"Gabon","Central Sub-Saharan Africa","35-39 years","Females",0.00757034,"35"
"Gabon","Central Sub-Saharan Africa","40-44 years","Females",0.013933,"40"
"Gabon","Central Sub-Saharan Africa","45-49 years","Females",0.0125732,"45"
"Gabon","Central Sub-Saharan Africa","50-54 years","Females",0.0182927,"50"
"Gabon","Central Sub-Saharan Africa","55-59 years","Females",0.0332357,"55"
"Gabon","Central Sub-Saharan Africa","60-64 years","Females",0.0279228,"60"
"Gabon","Central Sub-Saharan Africa","65-69 years","Females",0.0367402,"65"
"Gabon","Central Sub-Saharan Africa","70-74 years","Females",0.0433647,"70"
"Gabon","Central Sub-Saharan Africa","75-79 years","Females",0.0293544,"75"
"Gabon","Central Sub-Saharan Africa","80+ years","Females",0.0264234,"80"
"Gabon","Central Sub-Saharan Africa","50-69 years","Females",0.0288888,"50"
"Gabon","Central Sub-Saharan Africa","70+ years","Females",0.0333709,"70"
"Gabon","Central Sub-Saharan Africa","30-34 years","Both sexes",0.00849526,"30"
"Gabon","Central Sub-Saharan Africa","35-39 years","Both sexes",0.017119,"35"
"Gabon","Central Sub-Saharan Africa","40-44 years","Both sexes",0.0301084,"40"
"Gabon","Central Sub-Saharan Africa","45-49 years","Both sexes",0.0386905,"45"
"Gabon","Central Sub-Saharan Africa","50-54 years","Both sexes",0.0592982,"50"
"Gabon","Central Sub-Saharan Africa","55-59 years","Both sexes",0.0737362,"55"
"Gabon","Central Sub-Saharan Africa","60-64 years","Both sexes",0.0765858,"60"
"Gabon","Central Sub-Saharan Africa","65-69 years","Both sexes",0.0798972,"65"
"Gabon","Central Sub-Saharan Africa","70-74 years","Both sexes",0.0601301,"70"
"Gabon","Central Sub-Saharan Africa","75-79 years","Both sexes",0.0490093,"75"
"Gabon","Central Sub-Saharan Africa","80+ years","Both sexes",0.0247782,"80"
"Gabon","Central Sub-Saharan Africa","50-69 years","Both sexes",0.0714328,"50"
"Gabon","Central Sub-Saharan Africa","70+ years","Both sexes",0.0464199,"70"
"Burundi","Eastern Sub-Saharan Africa","30-34 years","Males",0.0194736,"30"
"Burundi","Eastern Sub-Saharan Africa","35-39 years","Males",0.027961,"35"
"Burundi","Eastern Sub-Saharan Africa","40-44 years","Males",0.0454015,"40"
"Burundi","Eastern Sub-Saharan Africa","45-49 years","Males",0.0510754,"45"
"Burundi","Eastern Sub-Saharan Africa","50-54 years","Males",0.0655164,"50"
"Burundi","Eastern Sub-Saharan Africa","55-59 years","Males",0.0727834,"55"
"Burundi","Eastern Sub-Saharan Africa","60-64 years","Males",0.0914609,"60"
"Burundi","Eastern Sub-Saharan Africa","65-69 years","Males",0.0900678,"65"
"Burundi","Eastern Sub-Saharan Africa","70-74 years","Males",0.0761675,"70"
"Burundi","Eastern Sub-Saharan Africa","75-79 years","Males",0.0593515,"75"
"Burundi","Eastern Sub-Saharan Africa","80+ years","Males",0.0413618,"80"
"Burundi","Eastern Sub-Saharan Africa","50-69 years","Males",0.0771994,"50"
"Burundi","Eastern Sub-Saharan Africa","70+ years","Males",0.0638712,"70"
"Burundi","Eastern Sub-Saharan Africa","30-34 years","Females",0.00300926,"30"
"Burundi","Eastern Sub-Saharan Africa","35-39 years","Females",0.00506284,"35"
"Burundi","Eastern Sub-Saharan Africa","40-44 years","Females",0.0141801,"40"
"Burundi","Eastern Sub-Saharan Africa","45-49 years","Females",0.0171343,"45"
"Burundi","Eastern Sub-Saharan Africa","50-54 years","Females",0.0255567,"50"
"Burundi","Eastern Sub-Saharan Africa","55-59 years","Females",0.046637,"55"
"Burundi","Eastern Sub-Saharan Africa","60-64 years","Females",0.0429206,"60"
"Burundi","Eastern Sub-Saharan Africa","65-69 years","Females",0.0424408,"65"
"Burundi","Eastern Sub-Saharan Africa","70-74 years","Females",0.0422849,"70"
"Burundi","Eastern Sub-Saharan Africa","75-79 years","Females",0.037503,"75"
"Burundi","Eastern Sub-Saharan Africa","80+ years","Females",0.0290208,"80"
"Burundi","Eastern Sub-Saharan Africa","50-69 years","Females",0.0392553,"50"
"Burundi","Eastern Sub-Saharan Africa","70+ years","Females",0.0375184,"70"
"Burundi","Eastern Sub-Saharan Africa","30-34 years","Both sexes",0.0108685,"30"
"Burundi","Eastern Sub-Saharan Africa","35-39 years","Both sexes",0.0163122,"35"
"Burundi","Eastern Sub-Saharan Africa","40-44 years","Both sexes",0.030787,"40"
"Burundi","Eastern Sub-Saharan Africa","45-49 years","Both sexes",0.0358317,"45"
"Burundi","Eastern Sub-Saharan Africa","50-54 years","Both sexes",0.047554,"50"
"Burundi","Eastern Sub-Saharan Africa","55-59 years","Both sexes",0.0602671,"55"
"Burundi","Eastern Sub-Saharan Africa","60-64 years","Both sexes",0.0662352,"60"
"Burundi","Eastern Sub-Saharan Africa","65-69 years","Both sexes",0.063054,"65"
"Burundi","Eastern Sub-Saharan Africa","70-74 years","Both sexes",0.0562109,"70"
"Burundi","Eastern Sub-Saharan Africa","75-79 years","Both sexes",0.0457936,"75"
"Burundi","Eastern Sub-Saharan Africa","80+ years","Both sexes",0.03336,"80"
"Burundi","Eastern Sub-Saharan Africa","50-69 years","Both sexes",0.0584325,"50"
"Burundi","Eastern Sub-Saharan Africa","70+ years","Both sexes",0.0479282,"70"
"Comoros","Eastern Sub-Saharan Africa","30-34 years","Males",0.0249347,"30"
"Comoros","Eastern Sub-Saharan Africa","35-39 years","Males",0.0379391,"35"
"Comoros","Eastern Sub-Saharan Africa","40-44 years","Males",0.060309,"40"
"Comoros","Eastern Sub-Saharan Africa","45-49 years","Males",0.0593415,"45"
"Comoros","Eastern Sub-Saharan Africa","50-54 years","Males",0.0590321,"50"
"Comoros","Eastern Sub-Saharan Africa","55-59 years","Males",0.071379,"55"
"Comoros","Eastern Sub-Saharan Africa","60-64 years","Males",0.103808,"60"
"Comoros","Eastern Sub-Saharan Africa","65-69 years","Males",0.104922,"65"
"Comoros","Eastern Sub-Saharan Africa","70-74 years","Males",0.103831,"70"
"Comoros","Eastern Sub-Saharan Africa","75-79 years","Males",0.0781724,"75"
"Comoros","Eastern Sub-Saharan Africa","80+ years","Males",0.0690111,"80"
"Comoros","Eastern Sub-Saharan Africa","50-69 years","Males",0.0808778,"50"
"Comoros","Eastern Sub-Saharan Africa","70+ years","Males",0.0891533,"70"
"Comoros","Eastern Sub-Saharan Africa","30-34 years","Females",0.0112943,"30"
"Comoros","Eastern Sub-Saharan Africa","35-39 years","Females",0.0177095,"35"
"Comoros","Eastern Sub-Saharan Africa","40-44 years","Females",0.0450402,"40"
"Comoros","Eastern Sub-Saharan Africa","45-49 years","Females",0.051385,"45"
